,url,segment_no,cumle_icerigi,sözcük_sayisi
208,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,5,Elbette değil.,2
209,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,6,"Bu nedenle Beyaz Saray, ABD Merkez Bankası (FED) üzerinde dolara değer kaybettirecek bir para politikası izlenmesi noktasında baskıyı arttırmakta.",19
210,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,7,"Dolar endeksi bu nedenle 14 ve 30 Nisanda, iki kez 99 puana kadar gerilemiş olsa da, içinde bulunduğumuz hafta tekrar 100 puanın üzerine çıktı.",24
211,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,8,"Doğal olarak tüm ülke paraları bir kez daha dolara karşı değer kaybetti.Londra merkezli finans kurumlarının dolar-TL manipülasyonu yaptıklarını belirten Prof. Dr. Alkin, Brezilya Reali, Güney Afrika Randı ve Hindistan Rupisinin ciddi değer kaybı yaşadığı bir konjonktürde tüm gelişmekte olan ülkelerin paralarının değer kaybı yüzde 14.",45
212,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,9,TLdeki değer kaybı ise yüzde 17.,6
213,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,10,"Burada kritik olan konu, Londra merkezli yabancı finans kurumlarının, Türk bankalarından Türk Lirası elde edip bu elde ettikleri TL ile yine dönüp dolar alıp, dolar-TL manipülasyonu yapmaları.",27
214,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,11,"Dolar satın almak için TL almaya çalışan Londra merkezli bankalar, satın almaları gereken TLyi de bulamayınca pozisyonlar açık kaldı.",19
215,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,12,"Söz konusu Londra merkezli yabancı bankalar, TLyi açığa satmaya kalkınca temerrüde düştüler.",12
216,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,13,"BDDK ve TCMB, Türk bankalarındaki TL imkanlarını kullanarak Londra üzerinden kur manipülasyonu yapılmasına izin vermiyor.",15
217,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,14,"Bu olay, Mart 2019da da yaşanmıştı.",6
218,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,15,"Bu durumda, yabancı bankalar ellerindeki doları satıp TL bulmak suretiyle, açıklarını kapatmak zorunda şeklinde konuştu.Prof.",15
219,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,16,"Dr. Alkin, uluslararası finans çevrelerindeki spekülatörler ve yurt içindeki bir grup ekonomist Türkiyeyi her ne olursa olsun IMF ile bir kredi anlaşması yapmaya yönlendirmek istediğini söyledi.",26
220,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,17,Türkiye üzerinde basınç oluşturulmak istendiğini ifade eden Prof.Dr.,8
221,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,18,"Alkin, Yapılan son kamuoyu anketinde, Türk halkının yüzde 69u IMF ile bir anlaşma yapılmasına tümüyle karşı.",16
222,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,19,Bu iş nasıl olacak?,4
223,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,20,"Latin Amerika ülkelerinin çok ağır ekonomik ve sosyal bedellerden ödemesine sebep olan IMF konusunda, Türkiyenin de hafızası iyi anılara işaret etmiyor.",21
224,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,21,IMFnin küresel itibarı bu kadar kötüyken bu ısrar neden onu da anlamak zor.,13
225,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,22,Virüsle mücadele başarıya ulaştığında ve dünya ekonomisi açıldığında bu kadar yükselen kurların sonra çok sert bir şekilde geri geldiğine şahit olacağız.,21
226,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,23,"Unutmayalım 2018de ABD yönetiminin kur saldırısında, kur yine buraları test etti sonra 5,2 liraya kadar geriledi.",16
227,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,24,Yani 2 lira ve ciddi kayıplar olduğuna da şahit olduk açıklamasında bulundu.,12
228,https://www.iha.com.tr/haber-bakan-selcuk-3-faz-sosyal-yardim-programimiza-6-milyonun-uzerinde-basvuru-almis-durumdayiz-843655/,0,"Bakan Selçuk, “Türkiye genelinde Covid-19 kaynaklı ölümler içinde huzurevlerindeki vefatlarımız yüzde 4 oranında.",13
229,https://www.iha.com.tr/haber-bakan-selcuk-3-faz-sosyal-yardim-programimiza-6-milyonun-uzerinde-basvuru-almis-durumdayiz-843655/,1,Covid döneminde ülke genelinde 82 tane sosyal izolasyon kuruluşu oluşturduk.,10
230,https://www.iha.com.tr/haber-bakan-selcuk-3-faz-sosyal-yardim-programimiza-6-milyonun-uzerinde-basvuru-almis-durumdayiz-843655/,2,3.,1
231,https://www.iha.com.tr/haber-bakan-selcuk-3-faz-sosyal-yardim-programimiza-6-milyonun-uzerinde-basvuru-almis-durumdayiz-843655/,3,Faz sosyal yardım programımıza 6 milyonun üzerinde başvuru almış durumdayız ifadelerini kullandı.,12
232,https://www.iha.com.tr/haber-motorine-indirim-843647/,0,"Enerji Petrol Gaz İkmal İstasyonları İşveren Sendikasının (EPGİS), sosyal medya hesabı üzerinden yaptığı duyuruya göre, bu geceyarısından itibaren geçerli olmak üzere motorinin litre satış fiyatına 7 kuruş indirim yapıldı.Fiyat indiriminin ardından motorinin litre satış fiyatı İstanbulda ortalama 5,22 liradan 5,15 liraya, Ankarada 5,30 liradan 5,23 liraya, İzmirde ise 5,32 liradan 5,25 liraya gerileyecek.Dağıtım firmalarının belirlediği fiyatlar rekabet ve serbesti nedeniyle şirketler ve kentlere göre küçük değişiklikler gösteriyor.",67
233,https://www.iha.com.tr/haber-japon-otomotiv-devinden-ozel-kredi-kampanyasi-843618/,0,"Honda, Civic Sedan için Mayıs ayına özel kredi kampanyası sundu.",10
234,https://www.iha.com.tr/haber-japon-otomotiv-devinden-ozel-kredi-kampanyasi-843618/,1,"Buna göre marka, Civic Sedan modellerine sahip olmak isteyenlere Mayıs ayı boyunca 60 bin TLlik kredi kullanımına yüzde 0,49 faiz oranı ile 18 ay vade imkanı sağlayacak.Bununla birlikte markanın Civic Hatchback, CR-V ve HR-V modellerinde ise ING Bank işbirliği kapsamında Mayıs ayı boyunca yüzde 0,84 faiz oranı sunulacağı bilgisi verildi.",50
235,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,0,Koronavirüs dünya ekonomisinde tüm planları değiştirdi.,6
236,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,1,Uzun sürede kurulması mümkün olmayan hastanelerin inşasında çelik konstrüksiyon tercih edildi.,11
237,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,2,"Başta hastaneler olmak üzere tüm üretim ve depolama alanlarında çelik konstrüksiyonun hızına ve sağlamlığına ihtiyaç günden güne artıyor.“Kalkınma için üretim tesisleri hızlı ve ekonomik olarak kurulmalı”Hafif çelik yapıların yıldızının Covıd-19 sürecinde bir kez daha parladığına dikkat çeken AS STEEL Yönetim Kurulu Başkanı Erkan Sezer, “Küresel ekonomide endüstriyel yapıların önemi büyük.",50
238,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,3,Salgın sonrası endüstriyel yapılara olan ihtiyaç en yüksek seviyede.,9
239,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,4,"Üretim tesisleri hızlı ve ekonomik olarak kurulmalı, bu da çelik konstrüksiyon ile tesislerin inşasının gerçekleşmesi planlarını devreye soktu.",18
240,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,5,Ön talep sürecimiz Türkiye ve global siparişlerle sürüyor.,8
241,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,6,"Mevcut tesisler salgın sonrası dönemde siparişlere yetişmek için fabrikalarını ek alanlar ile büyüterek, üretim kapasitelerini artırmak zorunda kalacaklar.",18
242,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,7,Bu devrede çelik konstrüksiyon tercih edilerek ekonominin çarkları hızla eskisinden de yüksek kapasite ile dönecek.,15
243,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,8,Çelik kontrüksiyon yapılar depreme daha dayanıklıdır.,6
244,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,9,"Yapı elemanları fabrikada üretilip, beton kaide üzerinde birleştirilebilir.",8
245,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,10,İstenildiği zaman sökülerek başka yerde tekrar kurulabilir.,7
246,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,11,"Yapısal çelik binalar, standart parçalardan oluşur ve civata-somun bağlantı yapılabilir.",10
247,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,12,"Bu açıdan her koşula uygun eklemelerin yapılması üretim kapasitesinin artışında genişleyebilir alan sağlamaktadır” dedi.“Çelik konstrüksiyon yöntemi ile yapılar hızla tamamlanıyor”Özellikle depolama tesislerinin kurulumlarının da 2021 yılında artışa geçeceğine dikkat çeken AS STEEL Yönetim Kurulu Başkanı Erkan Sezer, “Düşük ağırlığına kıyasla yüksek mukavemeti, yanmazlık özelliği, ama hepsinden de öte hızlı ve kolay montaj ve kurulum özelliklerine sahip çelik konstrüksiyon yapıların önemi, COVID-19 Koronavirüs Salgını sürecinde bir kez daha ortaya çıktı.",69
248,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,13,"45 günde tamamlanmak üzere 8 Nisanda çalışmalarına başlanan ve çelik konstrüksiyon yöntemi ile yapılan 1000er yatak kapasiteli Yeşilköy Atatürk Havalimanı ve Sancaktepe Salgın Hastaneleri, 25 günde neredeyse tamamlanma noktasına geldi.",30
249,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,14,ABDde bina inşaatlarında kullanılan toplam çeliğin yaklaşık olarak yüzde 40ı soğuk-hadde çeliktir.,12
250,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,15,Diğer yapı malzemelerine nazaran avantajlarından dolayı soğuk-hadde çelik önemli bir pazar payına sahiptir.,13
251,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,16,"Soğuk-haddelenmiş çelik betonarmeye görece çok daha düşük ağırlığa sahip olup, inşaat ve nakliye sırasında kısmi kolaylıklar da sağlamaktadır.",18
252,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,17,"Mukavemeti yüksektir, kalıp gerektirmez ve yanmaz bir malzemedir.",8
253,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,18,"Geri dönüştürülebilir ve tekrar kullanılabilirdir, hızlı ve kolay montaj ve kurulum imkânı verir.",13
254,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,19,"Çelik bu çok avantajlı özellikler ve AS STEEL olarak verdiğimiz 50 yıllık garanti nedeniyle, binaların, depoların, endüstriyel alanların inşasında tüm dünyada sıklıkla tercih edilmeye başlandı” diye konuştu.“Her ekonomik dönemde çelik inşaatın baş aktörüdür”Yapılarda soğuk hadde çelik elemanların kullanımının ilk olarak ABD ve İngilterede 1850lerde savaştan dönen gaziler için düşük maliyetli ve hızlı konut yapımı amacıyla başladığını belirten Erkan Sezer; “Günümüzde soğuk-hafif çelik profiller; evlerde duvar sistemlerinde, çatı makasları, yapı çerçevelerinde kullanılmaktadır.",71
255,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,20,"ABD, Japonya ve Batı Avrupa ülkelerinde hafif-çelik binalara yaygın olarak rastlanılmaktadır.",11
256,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,21,Türkiyede ise bu yapı türü özellikle 1999 Marmara Depreminden sonra ilgi çekmeye başlamıştır.,13
257,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,22,"Soğuk-haddelenmiş çelikler; genellikle binalarda, otomobillerde, ekipmanda, ev ve ofis mobilyalarında, servis direklerinde, depolama raflarında, tahıl silolarında, karayolu bariyerlerinde, drenaj tesislerinde ve köprülerde kullanılmaktadır.",23
258,https://www.iha.com.tr/haber-koronavirusun-yaralarini-saran-uretim-tesisleri-celik-ile-buyuyecek-843617/,23,Her ekonomik dönemde çelik inşaatın baş aktörü olmuştur ve özellikle salgın döneminde ve sonrasında da bu ilgi sürecektir” ifadelerini kullandı.,20
259,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,0,"Cem Bağcı, koronavirüs sonrası dönemin ve yeni normalin tartışıldığı bugünlerde salgının ortaya çıkardığı “yeni normal” ve “dijitalleşme” kavramları hakkında önemli değerlendirmeler yaptı.",22
260,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,1,"Yapılan açıklamalara ve istatistiklere bakıldığında “tünelin sonundaki ışığın görüldüğünü” vurgulayan Bağcı, “Tünelden çıktığımızda eski dünya ile karşılaşmayacağız.",17
261,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,2,Tüm kesimlerde hayatın normale dönmesi beklentisi var; ama artık eski şeyler olmayacak.,12
262,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,3,Tünelden çıktığımızda değişen ya da değişmeye başlayan alışkanlıklarımızı daha da değiştirmemiz gerekecek.,12
263,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,4,"Artık dijitalleşmeye teslim olacağız ve birçok şey asla alıştığımız gibi olmayacak” dedi.“Dijitalleşme her alanı saracak”İnsanların başka çaresi olmadığı için “yeni normal” sürece alışmak zorunda olduğuna dikkat çeken Bağcı, “Yeni normal dediğimiz süreç aslında yenilikler içeren bir süreç.",37
264,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,5,"Bu sürece ilişkin kavramlar, uygulamalar, faydaları ve zararları henüz net değil.",11
265,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,6,Tüm dünya gibi biz de yeni normalin sadece dijitalleşme ayağına hızlı adapte olduk ve bu adaptasyon artarak devam edecek.,19
266,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,7,"Ama bilinen bir gerçek var ki; gelecekte yeni normal kavramına ve yeni normalin getirdiği yeniliklere, değişikliklere alışmak zorunda olacağız” ifadelerini kullandı.Yeni normal dönemde dijital dönüşümün ekmek ve su gibi ihtiyaç olacağına ve dijital dönüşüme ayak uyduramayan firmaların ayakta kalamayacağına dikkat çeken Cem Bağcı, “Dijitalleşme, yaşamımızdaki her alanı sarıyor ve sarmaya devam edecek.",52
267,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,8,Eğitim sisteminde kökten değişikliklere şahit olacağız.,6
268,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,9,Sınıf eğitimi ile birlikte online eğitimin de olduğu karma eğitim modeli benimsenecek.,12
269,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,10,Üniversitelerde akademisyenler moderatörlük yapan bir danışmana dönüşecek.,7
270,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,11,"Uzaktan çalışma ya da evden çalışma iş modeli daha da yaygınlaşacak ve bu iş modeline uygun sektörler belki de ofislerini kapatacak, evden çalışacak.",23
271,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,12,Şirketlerde veya kurumlarda video konferans uygulamaları işlerinin bir parçası olacak.,10
272,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,13,"Konferanslar, forumlar ve seminerler online olacak.",6
273,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,14,Yani dijital uygulamalarla hayatımızın her alanında karşılaşacağız.,7
274,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,15,"Bu da firmaların dijitalleşme yatırımlarını daha da artıracak” dedi.“Eski normali arayabiliriz”Yeni normalin getirdiği dijitalleşmenin insanlarda hem psikolojik hem de ekonomik sonuçlarının olacağını vurgulayan Bağcı, “İnsanlar salgının olası sonuçları için kendi yollarını arıyor.",32
275,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,16,"Günlük yaşam, iş, alışveriş, spor ve siyasette yeni kurallar keşfediliyor.",10
276,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,17,Pandemiden sonraki günler için bu çok önemli.,7
277,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,18,"Virüsü ne zaman yeneriz, kimse tam olarak bilmiyor.",8
278,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,19,Bu durum insanlarda psikolojik sorunlara yol açabilir.,7
279,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,20,İşten çıkarılan ya da yeni döneme ayak uyduramayan insanlar ekonomik buhrana girebilir.,12
280,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,21,"Dijital dönüşüm ve yeni normal, eski günleri, eski normali aratabilir.” ifadelerini kullandı.“Yeni rekabetleri ve e-ticaret savaşlarını göreceğiz”Açıklamasında e-ticarete de parantez açan Cem Bağcı, “Koronavirüsün geleceksel ticarete olumsuz etkisi oldu.",29
281,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,22,"Büyük markalar, ekonomik sorunlar yaşamaya başladı.",6
282,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,23,Bütün ülkelerde e-ticarete eğilim arttı.,5
283,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,24,"Araştırmalara göre özellikle giyim, moda, ev ürünleri ve yemek siparişlerinde e-ticaret satışlarının arttığını görüyoruz.",14
284,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,25,"Fitness ekipmanlarından kozmetiğe, ev eşyalarından hobi ürünlerine kadar birçok ürüne talep patlaması var.",13
285,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,26,"Bu da gösteriyor ki yeni normal, ekonomide e-ticaret rekabetini daha da artıracak.",12
286,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,27,Yani e-ticarete adapte olmuş firmalar kazandı ve kazanmaya devam edecekler.,10
287,https://www.iha.com.tr/haber-cem-bagci-yeni-normalde-dijital-donusum-ekmek-ve-su-gibi-olacak-843616/,28,Yeni normalde yeni rekabetleri ve e-ticaret savaşlarını göreceğiz” diye konuştu.,10
288,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,0,"Günlük alışkanlıklara ve iş hayatına dair birçok değişikliği beraberinde getiren koronavirüs süreci ve sonrasında yapılacak iletişim çalışmaları, her zamankinden daha fazla önem taşıyor.",23
289,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,1,"Dijital alanda KOBİlerin sahip olması gereken varlıklar ve çalışmalar ise bu yeni dönemde artık bir gereklilik değil, zorunluluk.",18
290,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,2,"Yazılım, tasarım, sosyal medya, dijital pazarlama ve sadakat uygulamaları konularında markalara hizmet veren Markakodun CEOsu Ahmet Göker, kritik salgın dönemi ve sonrasında dijital dünyada KOBİlerin mutlaka atması gereken adımları paylaştı.Çevrimiçi varlıkların önemi artıyorÇevrimiçi varlıkların önemine değinen Ahmet Göker, Karantina sürecinin getirdiği yaşam süreci dolayısıyla şimdiye kadar olmadığından çok daha fazla insan çevrimiçi durumda.Bu durumu fırsata çevirmek için KOBİlerin online varlıklarını geliştirmeleri, mümkünse küçük bütçelerle yenilemeler ve düzenlemeler yapmaları önemli pazarlama fırsatları sunuyor.",72
291,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,3,"KOBİlerin müşterileriyle buluştuğu ilk alanlardan biri olan web sitelerinin yanı sıra mobil aplikasyon, blog, Youtube kanalı gibi mevcut online varlıklara küçük de olsa yatırımlar yapmalarının bilinirlik, satış ve gelir artırışını beraberinde getireceği unutulmamalıdır dedi.Dijital itibar KOBİler için de öncelikGöker, sözlerine şöyle devam etti: İtibar yönetimi sadece büyük markalar için değildir.",50
292,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,4,"Küçük ve orta boy işletmeler, daha iyi hizmet vermek için müşterilerinin onlar hakkında ne düşündüklerini ne söylediklerini bilmeli ve yazılan tüm yorumları mutlaka takip etmelidirler.",25
293,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,5,Dijital dünyada işletmeye ait itibarın doğru yönetimi için dijital PRa ya da diğer bir deyişle dijital halkla ilişkilere yatırım yapılmalıdır.,20
294,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,6,"Ayrıca dijital dünyada olumsuz görüş bildiren müşterilerle iletişim kurulmalı ve mevcut sorunlarına çözüm sunulmalıdır.Müşteriye ulaşılacak dijital araçlara değinen Göker, KOBİler içinde müşteriye ulaştıracak dijital araçlardan biri de Google Benim İşletmem (Google My Business) hizmetidir.",34
295,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,7,"Google üzerinden kolayca ulaşılabilecek bu hizmet, KOBİlere ait bilgileri Google üzerinden kullanıcılarına ücretsiz olarak sunuyor.",15
296,https://www.iha.com.tr/haber-kobilere-dijital-dunyada-hayatta-kalma-kilavuzu-843613/,8,Bu hizmeti kullanmak için bir gmail e-posta hesabınız sahip olmanız yeterli şeklinde konuştu.,13
297,https://www.iha.com.tr/haber-rekabet-kurumu-zincir-marketler-dahil-29-tesebbus-hakkinda-sorusturma-acti-843607/,0,nan,1
298,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,0,"İhracatın en önemli göstergelerinden biri olan kilogram başı ihracat değerini artırma konusunda fikri, sınaî ve mülkiyet hakları alanında atılacak adımlar büyük bir öneme sahip.",24
299,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,1,"Bu kapsamda ihracatçı firmaların artmasına karşın aynı artışın markalaşma faaliyetlerine yansımaması dikkat çekti.Son yıllarda ihracatta ‘katma değer konusunun yoğun bir şekilde gündeme getirildiğinin altını çizen Adres Patent Genel Müdürü Cumhur Akbulut, ihracatçı firma sayısının 2017 yılında 70 bin civarından olduğunu ifade ederek, ""Bugün ise ihracatçı firma sayımız 90 bin dolayında.",50
300,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,2,Bu artış ülkemiz için sevindirici.,5
301,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,3,Ancak katma değerin artırmasında kritik bir yere sahip olan patentli ürünlerle ihracatın ve markalaşma alanında faaliyetlerin aynı oranda arttığı görülmüyor.,20
302,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,4,En az bir adet tescilli marka ile ihracat yapan firmaların başvurularına baktığımızda marka tescili korumasına sahip 20 bin civarında firma bulunuyor.,21
303,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,5,Bu konuda özellikle Türkiye İhracatçılar Meclisinin ciddi adımlar atması gerektiğini düşünüyorum.,11
304,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,6,"Bugün her beş ihracatçıdan dördü gümrüklerde mallarına el konma, taklit edilme ve maddi manevi ciddi hak kayıplarına uğrama konusunda büyük risk altında.",22
305,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,7,Dolayısıyla ihracatımızın yüzde 80‘i risk altında.,6
306,https://www.iha.com.tr/haber-ihracatimizin-yuzde-80i-risk-altinda-843584/,8,"Bu kapsamda TİMin ihracatçı firmalara markalaşma alanında farkındalık çalışmaları yapması son derece önemli"" dedi.Genellikle karşılaşılan sorunların başında, ihracatçı firmaların yurt dışında katıldığı fuarda veya seyahat sonrasında ticari ilişkiler kurmak için bir distribütör firma ile anlaşma yaptığını, o distribütörün de markayı kendi adına tescil ettirdiğini belirten Akbulut, ""Şirketler firmayı kuruyor, pazarlama faaliyetlerini gerçekleştirirken markaya yatırım yapmaya başlıyor, yurtdışından siparişler alıyor ve üretime başlıyor.",62
