,url,segment_no,cumle_icerigi,sözcük_sayisi
101,https://www.iha.com.tr/haber-bu-golun-kalbi-var-843780/,5,"Kalp şeklindeki göl drone ile havadan görüntülenerek eşsiz güzelliği gün yüzüne çıktı.Kalp şeklindeki gölü eşleriyle beraber görmeye gelen vatandaşlar, “Böyle bir gölün varlığını öğrendikten sonra görmeye geldik.",27
102,https://www.iha.com.tr/haber-bu-golun-kalbi-var-843780/,6,Burası hakikaten çok güzel.,4
103,https://www.iha.com.tr/haber-bu-golun-kalbi-var-843780/,7,Tabiat harikası bir yer.,4
104,https://www.iha.com.tr/haber-bu-golun-kalbi-var-843780/,8,Burada gün batımını izleyip eşimizle birlikte gölün etrafında gezinti yaptık.,10
105,https://www.iha.com.tr/haber-bu-golun-kalbi-var-843780/,9,Herkese bu gölü görmeyi tavsiye ediyoruz” dediler.Burak Türker - Cüneyt Önder,11
106,https://www.iha.com.tr/haber-beylikduzunde-sokaklar-kuslara-kaldi-843778/,0,Yeni tip korona virüse karşı vatandaşlar evde kalırken yoğunluğuyla öne çıkan birçok alan da boş kaldı.,16
107,https://www.iha.com.tr/haber-beylikduzunde-sokaklar-kuslara-kaldi-843778/,1,Beylikdüzünde de vatandaşlar dışarı çıkmayınca sokaklar ve parklar kuşlara kaldı.,10
108,https://www.iha.com.tr/haber-beylikduzunde-sokaklar-kuslara-kaldi-843778/,2,İlçede boş kalan bir parktaki ağacın dallarında bulunan yeşil renkleriyle hayran bırakan papağanlar ise dikkat çekti.,16
109,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,0,Esenler Kemer Mahallesinde sahur vakti bir inşaatın istinat duvarının çökmesiyle çevredeki vatandaşlar da büyük korku yaşadı.,16
110,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,1,"Çökmenin yaşandığı inşaatın çevresindeki binalarda oturan vatandaşlar tahliye edildi.Olay sırasında büyük korku yaşadıklarını anlatan vatandaşlar, deprem olduğunu sandıklarını söyledi.“Buranın tabanının temelleri sağlam olmadığı halde site yapmaya çalıştılar”Sahur sırasında yaşadığı korkuyu anlatan mahalle sakini Emre Özcan, “Herkes sahurdayken bir anda bomba patlar gibi oldu.",43
111,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,2,Arka tarafta gördüğünüz binanın dış temelleri yıkılmaya geldi.,8
112,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,3,Zaten ondan sonra herkes dışarıya çıkmaya başladı.,7
113,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,4,AFAD zaten buradaydı önlemler alınmaya başlandı.,6
114,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,5,Binalarda da çatlaklar var.,4
115,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,6,Burayı kentsel dönüşüm adı altında siteye çevirdiler.,7
116,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,7,Buranın tabanının temelleri sağlam olmadığı halde 20 katlı site yapmaya çalıştılar.,11
117,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,8,Bizim zeminimiz de orayı kaldırmadığı için çöktü.,7
118,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,9,Herkes çok korktu annem kriz geçirdi ambulans geldi.,8
119,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,10,"Sesi duyup 5-6 mahalle öteden bize telefon açtılar” dedi.“Alt temelede bir koruma yapılmadan vurdular temelimizi patlattılar”Müteahhit ile yaşadıkları sorunlardan bahseden Kumru Özcan, “Apar topar yaptılar burayı.",26
120,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,11,Şimdi hafriyat almaya bir sene geçti aradan.,7
121,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,12,Hafriyat almadılar.,2
122,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,13,Alt temeli de bir koruma yapılmadan vurdular temelimizi patlattılar.,9
123,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,14,Biz durdurmaya çalıştık evinizin temeli patladığı için yıkılıyor evimiz dedik.,10
124,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,15,"Bize söylenen tek kelime şuydu, hiçbir şey yapamazsınız.",8
125,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,16,"Şuan evlerimizi boşalttık zaten” şeklinde konuştu.“On apartman hasar görmüş, toplam 52 daire”Yaşanan çökmeyi deprem zannettiklerini söyleyen İmad Bayar, “Sahur saatlerinde bir gürültüyle hepimiz dışarıya fırladık.",25
126,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,17,Baktık inşaat çökmüş binalar hasar görmüş.,6
127,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,18,"On apartman hasar görmüş, toplam 52 daire.",7
128,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,19,Şuan hepsi oturulmaz hale geldiler.,5
129,https://www.iha.com.tr/haber-istinat-duvarinin-coktugu-mahallede-yasayanlar-deprem-zannettik-843776/,20,Bütün mahalle deprem sanıp dışarıya fırladı” ifadelerini kullandı.Sümeyye İnal - Emre Baba,12
130,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,0,Gaziantepte dün yaşanan kan donduran olayın ardından Anka Hastanesinde tedavi altına alınan yeni doğmuş kız bebeğin sağlık durumu ciddiyetini koruyor.,20
131,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,1,"Dün öğle saatlerinde Aydınlar Mahallesinde atık kağıt toplayan iki kardeş tarafından çöpte bulunan ve hemen Anka Hastanesine getirilen ykız bebek, Yenidoğan Yoğun Bakım Ünitesinde yaşam savaşı veriyor.Bebeğin tedavisinin devam ettiğini dile getiren Gaziantep Özel Anka Hastanesi Neonotoloji Uzmanı Profesör Doktor Ercan Sivaslı, “Bir günlük bir kız bebeği, çöp toplayıcı çocuklar tarafından hastanemizin acil servisinin önüne getirildi.",56
132,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,2,Bebeğin ilk muayenesinde yüzünde ve vücudunda yaygın yara izleri ve çöpte oluştuğunu düşündüğümüz ezikler vardı.,15
133,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,3,Bebeğin göbek bağı kesilmiş ve açık bir şekildeydi.,8
134,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,4,2 kilo 590 gram olan bebeğimizin özellikle mikroplu bir ortamda doğduğu için tetanos olma riski bulunuyor.,16
135,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,5,Tetkikler ve tahlillerimiz devam ediyor.,5
136,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,6,"Şu an tek isteğimiz Yenidoğan Yoğun Bakım Ünitesinde tedaviye aldığımız bebeğimizi bir an önce sağlığına kavuşturmak” dedi.Hemşireler bebeğe ‘Duru adını verdiYenidoğan bölümünde çalışan hemşireler, çöpe terk edildikten sonra bulunan ve tedavi altına alınan bebeğe gözleri gibi bakıyor.",37
137,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,7,"Bebeğin başından bir an olsun ayrılmayan hemşireler, bebeği sağlığına kavuşturmak için yoğun çaba gösteriyor.",14
138,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,8,"Bebeğin bu durumda olmasının kendilerini çok üzdüğünü belirten hemşireler, “Annesinin yokluğunu ona hissettirmemeye çalışıyoruz.",14
139,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,9,Şu an tek isteğimiz bebeği sağlığına kavuşturmak.,7
140,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,10,"Ona, Duru ismini verdik.",4
141,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,11,Duru bir güzelliği var.,4
142,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,12,"İnşallah bundan sonra hiç acı çekmez, kaderi güzel olur, iyi insanlarla karşılaşır"" ifadelerini kullandı.Kağıt toplayıcılar ödüllendirildiKağıt toplayan kardeşlerin buldukları bebeği monta sarıp hastaneye getirme ve doktorlara teslim etme anları Gaziantep Özel Anka Hastanesinin güvenlik kameralarına da yansıdı.",37
143,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,13,"Olayın ardından iki kardeş, Gaziantep Özel Anka Hastanesi Genel Müdürü Av.",11
144,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,14,Dr. Cengiz Bayram tarafından duyarlılıkları için teşekkür edilerek ödüllendirildi.,9
145,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,15,"Konu ile ilgili açıklama yapan Bayram, “Duyarlı iki genç, çıplak ve kanlar içindeki bebeği hiç düşünmeden montlarına sarıp hastanemize getirmişler.",20
146,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,16,"İki kardeşin davranışı gerçekten takdir edilip, örnek alınmalı.",8
147,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,17,"Çünkü fark edilmese ya da önemsenmeseydi bir günlük bebek belki de çoktan hayatını kaybetmiş olacaktı” şeklinde konuştu""Hayvanlar bile bebeğini çöpe terk etmez""Av.",22
148,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,18,"Dr. Bayram, ”Biz yaşadığımız çevre koşullarına ne yaptık ki bir anne gözünü kırpmadan, ölebileceğini bile bile bebeğini çöp konteynerine atıyor.",20
149,https://www.iha.com.tr/haber-copte-bulunan-bebek-yasam-savasi-veriyor-843771/,19,Bunu doğada hiçbir hayvan yapmaz” diye konuştu.,7
150,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,0,"Korona virüs pandemisi sebebiyle ev ev dolaşarak bahşiş toplamaları yasaklanan Ramazan davulcularının durumu yerel belediyelere bırakılırken, Bursanın Kestel ilçesinde çocukluğundan beri davul çalan ve her sene Kestellileri sahura uyandıran Mehmet Coşkun, vatandaşların mağdur olmaması için tekrar sokaklara çıktı.",38
151,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,1,"Hiç bir ücret almadan gönüllü olarak gece vakti sokaklara çıkan ve Osmanlı Döneminden beri gelenek haline gelen davulculuğu unutturmayan genç, eline aldığı davuluyla sokak sokak dolaşıyor.Kestellileri Bülent Ersoy şarkılarıyla sahura kaldıran genç adeta sokakta mini konser veriyor.",37
152,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,2,Bu gönüllü davulcuyu ise vatandaşlar balkonlarında bekliyor.,7
153,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,3,Mahalledeki vatandaşlar davulcunun yollarını balkonlara çıkarak bekliyor.,7
154,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,4,"Kendine özgü bir tarzıyla adeta mini bir Bülent Ersoy konseri veren davulcuyu, her gece dinlemek isteyen vatandaşlar, saat 24.00dan itibaren balkonlara çıkarak davulcunun gelmesini bekliyor.",25
155,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,5,"""Altı yaşımda davul çalmaya başladım""Çok küçük yaşlarda davul çalmaya başladığını söyleyen Mehmet Coşkun, "" 6 yaşında ağabeylerimi izlerken onları dinleyerek öğrendim davul çalmayı.",23
156,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,6,20 yıldır Bursanın Kestel İlçesinde davul çalıyorum.,7
157,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,7,"Her sene ramazan ayında ve düğünlerde davul çalıyorum ve işimi zevkle yapıyorum. """,13
158,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,8,dedi.,1
159,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,9,"""Biz omuz omuza olduktan sonra bahşiş olmasa da olur""İnsanlara moral vermek için bu sene ücret almamasına rağmen davul çalmaya devam ettiğini söyleyen Coşkun, ""Ülkemiz zor durumlardan geçiyor, korona virüs salgını her yerde etkisini gösteriyor.",34
160,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,10,"Biz burada omuz omuza olduktan sonra bahşiş olmasa da olur, para bu işin en son kısmı.",16
161,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,11,Ben bu davul işini para için değil isteyerek yapıyorum ve bu dönemde insanlara moral vermek için davul çalıyorum.,18
162,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,12,"Bu zor günleri hep beraber atlatacağız.""",6
163,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,13,dedi.,1
164,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,14,"""Davul çalarken bile Bülent Ersoy, her zaman Bülent Ersoy""Ramazan ayında mahalle sakinlerini çocukluğundan beri hayranı olduğu Bülent Ersoy şarkılarıyla sahura uyandıran Coşkun, ""Bülent Ersoyun büyük hayranıyım.",26
165,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,15,Bursaya ne zaman gelse bütün işlerimi bırakıp onu dinlemek için muhakkak giderim.,12
166,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,16,Bülent Ersoy sevgisi de küçüklüğümden geliyor.,6
167,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,17,"Davul çalarken bile Bülent Ersoy her zaman Bülent Ersoy.""",9
168,https://www.iha.com.tr/haber-bu-davulcu-cok-farkli-bulent-ersoy-sarkilariyla-sahura-uyandiriyor-843770/,18,diye söyleyerek Bülent Ersoyun nasıl bir hayranı olduğunu söyledi.Fatih Çapkın - Hakan Gönül,13
169,https://www.iha.com.tr/haber-ithal-cep-telefonlari-icin-yeni-karar-843768/,0,Ticaret Bakanlığının İthalatta Gözetim Uygulamasına İlişkin Tebliği Resmi Gazetenin bugünkü sayısında yayımlandı.,12
170,https://www.iha.com.tr/haber-ithal-cep-telefonlari-icin-yeni-karar-843768/,1,"Buna göre; cep telefonu ithalatına, birim gümrük kıymeti adet başına 200 doların altında olanlar için gözetim uygulaması getirildi.Tebliğ, alıcısı bulunan verici portatif (Cellular) telsiz telefon cihazları olarak tanımı yapılan eşyanın ithalatında söz konusu kıymetin altında olan eşya için uygulanacak.",39
171,https://www.iha.com.tr/haber-ithal-cep-telefonlari-icin-yeni-karar-843768/,2,"Gözetim uygulaması kapsamında, söz konusu ürün ancak bakanlıkça düzenlenecek gözetim belgesiyle ithal edilecek.",13
172,https://www.iha.com.tr/haber-ithal-cep-telefonlari-icin-yeni-karar-843768/,3,"Gözetim belgesi gümrük beyannamesinin tescilinde ilgili gümrük idaresince aranacak.Gözetim belgesi taleplerine ilişkin başvurular, Bakanlığın internet sitesinden e-İşlemler bölümündeki İthalat İşlemleri kısmında elektronik imzayla yapılacak.",24
173,https://www.iha.com.tr/haber-trans-yaga-yuzde-2-siniri-getirildi-843767/,0,"Tarım ve Orman Bakanlığının hazırladığı “Türk Gıda Kodeksi Gıdalara Vitaminler, Mineraller ve Belirli Diğer Öğelerin Eklenmesi Hakkında Yönetmelikte Değişiklik Yapılmasına Dair Yönetmelik” Resmi Gazetede yayımlandı.",25
174,https://www.iha.com.tr/haber-trans-yaga-yuzde-2-siniri-getirildi-843767/,1,"Düzenlemeye göre, gıda satış ve toplu tüketim yerlerinde son tüketiciye arz edilecek olan bütün bitkisel ve bitkisel kaynaklı gıdalardaki trans yağ miktarı yüzde 2yi geçemeyecek.",25
175,https://www.iha.com.tr/haber-trans-yaga-yuzde-2-siniri-getirildi-843767/,2,Hayvansal kaynaklı yağlarda doğal olarak bulunan trans yağ ise kapsam dışı bırakıldı.,12
176,https://www.iha.com.tr/haber-trans-yaga-yuzde-2-siniri-getirildi-843767/,3,"Düzenleme, Dünya Sağlık Örgütünün öngördüğü şekilde yapıldı.Trans yağ düzenlemesi Avrupa Birliğinde 1 Nisan 2021 tarihinde uygulamaya girecek.",17
177,https://www.iha.com.tr/haber-trans-yaga-yuzde-2-siniri-getirildi-843767/,4,Yayımlanan yönetmelikle gıda işletmelerine 31 Aralık 2020 tarihine kadar geçiş süresi verildi.,12
178,https://www.iha.com.tr/haber-trans-yaga-yuzde-2-siniri-getirildi-843767/,5,"Dolasıyla Türkiye, trans yağ kısıtlamasını Avrupa Birliğinden 3 ay önce hayata geçirmiş olacak.",13
179,https://www.iha.com.tr/haber-bakan-kasapoglu-17-bin-506-kisi-yurtlarda-51-bin-747-kisi-ise-evlerine-ugurlandi-843764/,0,nan,1
180,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,0,"Cumhurbaşkanı Recep Tayyip Erdoğanın talimatıyla korona virüs tedbirleri kapsamında 24 Nisanda Suudi Arabistandan Türkiyeye getirilen 268 kişi, Ispartada Gençlik ve Spor İl Müdürlüğüne bağlı Murad Hüdavendigar Erkek Öğrenci Yurdunda 14 gün karantinaya alındı.",33
181,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,1,"268 vatandaş, karantina süresinin sona ermesinin ardından bugün memleketlerine gönderildi.",10
182,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,2,"Sabah saatlerinde sosyal mesafe kuralına göre tek tek otobüslere alınan vatandaşlara memleketlerine dikmeleri için birer tane lavanta fidesi de hediye edildi.“Her şeyimiz süperdi”Ufuk İşmioğulları, karantina süresince her şeyin çok güzel geçtiğini belirterek, “Cumhurbaşkanı Recep Tayyip Erdoğana sonsuz şükranlarımı sunarım.",39
183,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,3,Yurt personellerimize teşekkür ederim.,4
184,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,4,"Hiçbir şeyimiz eksik değildi, her şeyimiz süperdi.",7
185,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,5,"Her şey için çok teşekkür ederim” dedi.“Bir kez daha Türkiye Cumhuriyeti vatandaşı olmaktan onur ve şeref duydum”28 yıldır Arabistanda yaşadığını ifade eden Özkan Yılmaz, “Öncelikle buraya gelmemize Sayın Cumhurbaşkanımıza ve bakanlarımıza, Isparta Valisi, Isparta Belediye Başkanı ile sağlık çalışanlarımıza ayrı ayrı teşekkür ediyoruz.",43
186,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,6,"28 yıldır Arabistandayım, bir kez daha Türkiye Cumhuriyeti vatandaşı olmaktan onur ve şeref duydum.",14
187,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,7,Çünkü başka ülkelerdeki vatandaşlar Türkiye Cumhuriyetinin yapmış olduğu iyilik ve güzellikleri görmediler.,12
188,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,8,Biz devletimiz sayesinde buraya kadar geldik ve en güzel şekilde karşılandık.,11
189,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,9,Sabunundan mendiline kadar her şeyimizi devletimiz karşıladı.,7
190,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,10,"Allah devletimize zeval vermesin ve daim etsin” diye konuştu.“Devletimize teşekkür ediyoruz”Serhan Çevikoğulları da Türkiye Cumhuriyeti Devletinin kendileri zor durumdayken sahip çıktığını belirterek, “Devletimize teşekkür ediyoruz.",25
191,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,11,Ispartada iyi karşılandık.,3
192,https://www.iha.com.tr/haber-ispartada-karantina-suresi-tamamlanan-268-vatandas-memleketlerine-gonderildi-843763/,12,Her şey için teşekkür ederiz” dedi.Ali Serkan Aygün,8
193,https://www.iha.com.tr/haber-kisa-calisma-odenegi-e-devlet-sorgula-iskur-kisa-calisma-odenegi-sorgulama-843217/,0,Kısa Çalışma Ödeneğinde ödemeler 5 Nisan 2020 tarihi itibari ile başladı.,11
194,https://www.iha.com.tr/haber-kisa-calisma-odenegi-e-devlet-sorgula-iskur-kisa-calisma-odenegi-sorgulama-843217/,1,"Aile Çalışma ve Sosyal Hizmetler Bakanı Zehra Zümrüt Selçukun açıkladığı son rakama göre kısa çalışma ödeneğine bugüne kadar 300 bin firma, 3,2 milyon çalışan için başvurduğunu açıkladı.",27
195,https://www.iha.com.tr/haber-kisa-calisma-odenegi-e-devlet-sorgula-iskur-kisa-calisma-odenegi-sorgulama-843217/,2,İşte Kısa Çalışma Ödeneği ilişkin detaylar...Kısa çalışma ödeneği şartlarıKısa Çalışma Ödeneğini hak edebilmek için asgari 450 gün prim yatırılmış olması ve son 60 gün içinde kesintisiz olarak prim ödemesinin yapılmış olması gerekiyor.,32
196,https://www.iha.com.tr/haber-kisa-calisma-odenegi-e-devlet-sorgula-iskur-kisa-calisma-odenegi-sorgulama-843217/,3,"Kısa Çalışma Ödeneği başvurularında iş verinin çalışanlarla ilgili beyanı esas olacak.3,2 milyon çalışan için başvurulduKısa çalışmadan ne kadar süreyle yararlanılabilir?Kısa çalışmanın azami uygulanma süresi üç aydır.Kısa çalışma ödeneğine hangi işverenler müracaat edebilir?Covid-19 sebebiyle işyerindeki haftalık çalışma sürelerini geçici olarak en az üçte bir oranında azaltan veya süreklilik koşulu aranmaksızın işyerinde faaliyetini tamamen veya kısmen en az dört hafta süreyle durduran her bir işveren kısa çalışma başvurusunda bulunabilir.Her işçi kısa çalışma ödeneği alacak mı?Koronavirüs (Covid-19) kaynaklı zorlayıcı sebep gerekçesiyle yapılan kısa çalışma başvurularında işçilerin ödenekten yararlanabilmesi için; İşverenin kısa çalışma talebinin uygun bulunması, İşçinin kısa çalışmaya tabi tutulması ve Kısa çalışmanın başladığı tarih itibarıyla son 60 gün hizmet akdine tabi olması ve son 3 yılda en az 450 gün süreyle prim ödeme şartlarını taşıması gerekmektedir.İşçilerin alacağı ödenek tutarı nedir?Kısa çalışma ödeneği tutarı; sigortalının son 12 aylık prime esas kazançları dikkate alınarak hesaplanan günlük ortalama brüt kazancının \%60ı olarak belirlenir.",148
197,https://www.iha.com.tr/haber-kisa-calisma-odenegi-e-devlet-sorgula-iskur-kisa-calisma-odenegi-sorgulama-843217/,4,"Bu şekilde hesaplanan kısa çalışma ödeneği tutarı, aylık asgari ücretin brüt tutarının \%150sini geçemez.",14
198,https://www.iha.com.tr/haber-kisa-calisma-odenegi-e-devlet-sorgula-iskur-kisa-calisma-odenegi-sorgulama-843217/,5,"Bu kapsamda, işçilerin çalışmadıkları günler için ödeme yapılacak olup, tamamen faaliyetin durdurulması halinde yapılan ödemeler her halükarda üst sınır olan 4.380,99 TLyi aşamaz.KISA ÇALIŞMA ÖDENEĞİ E-DEVLETE ULAŞMAK İÇİN TIKLAYINIZ",29
199,https://www.iha.com.tr/haber-borsa-gunu-dususle-tamamladi-843676/,0,"Borsa İstanbul 100 (BIST) endeksi günü yüzde 0,18lik düşüşle tamamladı.",10
200,https://www.iha.com.tr/haber-borsa-gunu-dususle-tamamladi-843676/,1,"Endeks, 172,65 puanlık azalışla 98 bin 398 puandan kapanırken, toplam işlem hacmi 12,1 milyar lira oldu.",16
201,https://www.iha.com.tr/haber-borsa-gunu-dususle-tamamladi-843676/,2,"Gün sonunda bankacılık endeksi yüzde 0,19 değer kaybetti.",8
202,https://www.iha.com.tr/haber-borsa-gunu-dususle-tamamladi-843676/,3,"Holding endeksi ise 0,18 arttı.",5
203,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,0,"İstanbul Medipol Üniversitesi İşletme ve Yönetim Bilimleri Fakültesi Öğretim Üyesi Prof. Dr. Kerem Alkin, dolar kurundaki yükselişi değerlendirdi.",18
204,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,1,"Prof. Dr. Alkin, COVİD-19 salgını küresel çapta yayıldıktan sonra dünya ekonomisinde nakit paraya, bilhassa ABD dolarına eğilimin arttığını söyledi.Son 2,5 aylık dönemde ABD dolarının dünyanın önde gelen para birimleri karşısında değer kazandığını kaydeden Prof. Dr. Alkin şöyle konuştu: ABDde virüs salgının daha hızlı görülmeye başlandığı ilk günlerde, 9 Martta 95 puanın altına inen dolar endeksi, ilerleyen günlerde ABD dolarına artan ilgi ve bilhassa Avrupa Birliği cephesinde salgının toplumsal ve ekonomik etkisine dair olumsuz tablo ile yeniden yükselişe geçti.",78
205,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,2,"20 Martta 102,82 puanı dahi gördü.",6
206,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,3,Bu euro-dolar paritesi başta olmak üzere G-20 ülkelerinin para birimlerinin ABD doları karşısında değer kaybetmesine sebep oldu.,17
207,https://www.iha.com.tr/haber-prof-dr-alkin-londradan-dolar-tl-manipulasyonu-yapiliyor-843668/,4,"ABD Yönetimi, Başkan Donald Trump doların değer kazanmasından memnun mu?",10
